救治,2,1
,,
劳动,2,1
,,
高三,2,0
,,
社区,2,0
,,
拐点,2,1
,,
诊断,2,-1
,,
邢台市,2,0
,,
封闭,2,-1
,,
隔离病房,2,-1
,,
机器人,2,0
,,
广东省,2,0
,,
发布,2,0
,,
坚守,2,1
,,
表示,2,0
,,
排查,2,1
,,
返岗,2,1
,,
同志,2,1
,,
宠物,2,-1
,,
居民,2,0
,,
云南省,2,0
,,
防疫,2,1
,,
探访,2,0
,,
台湾,2,0
,,
小区,2,0
,,
关税,2,0
,,
工作人员,2,1
,,
接收,2,0
,,
措施,2,0
,,
建设,2,0
,,
聚餐,2,-1
,,
世卫组织,2,1
,,
老人,2,0
,,
在线,2,0
,,
教学,2,0
,,
ICU,2,-1
,,
阳泉,2,0
,,
出租车,2,0
,,
黑龙江,2,0
,,
以下,2,0
,,
集聚,2,-1
,,
佩戴,2,0
,,
红十字会,2,1
,,
清洁,2,1
,,
快递,2,0
,,
天津市,2,0
,,
考试,2,0
,,
紧急,2,-1
,,
使用,2,0
,,
宁夏,2,0
,,
武汉市,2,0
,,
婚礼,2,0
,,
生活,2,0
,,
开放,2,0
,,
必胜,2,1
,,
消毒剂,2,1
,,
天津,2,0
,,
确实,2,0
,,
建设者,2,0
,,
免收,2,1
,,
传染病,2,-1
,,
欧盟,2,0
,,
师生,2,0
,,
查询,2,0
,,
酒店,2,0
,,
问题,2,-1
,,
家长,2,0
,,
儿子,2,0
,,
同胞,2,0
,,
公民,2,0
,,
必需,2,1
,,
滞留,2,-1
,,
购买,2,0
,,
蔬菜,2,0
,,
国际,2,0
,,
德国,2,0
,,
专家组,2,0
,,
成员,2,0
,,
何建华,2,0
,,
丈夫,2,0
,,
要求,2,0
,,
男子,2,0
,,
民警,2,0
,,
生产,2,0
,,
山西省,2,1
,,
江西,2,0
,,
明天,2,0
,,
疾病,2,0
,,
摄影,2,-1
,,
消息,2,0
,,
涨价,2,0
,,
增加,2,-1
,,
网友,2,0
,,
不要,2,0
,,
山东省,2,-1
,,
推迟,2,0
,,
微博,2,-1
,,
澳门,2,0
,,
就医,2,0
,,
免费,2,1
,,
护目镜,2,0
,,
赛跑,2,1
,,
群众,2,0
,,
塔利班,2,0
,,
春节,2,0
,,
河南,2,0
,,
车站,2,0
,,
河池市,2,0
,,
假期,2,0
,,
自治区,2,0
,,
征集,2,0
,,
收治,2,1
,,
平安,2,1
,,
空军,2,1
,,
团圆,2,0
,,
严格,2,0
,,
除夕,2,1
,,
突发,2,0
,,
闭馆,2,-1
,,
历史,2,-1
,,
雷神,3,0
,,
钟南山,3,1
,,
警方,3,1
,,
李文亮,3,1
,,
体温,3,-1
,,
记者,3,0
,,
不能,3,0
,,
妈妈,3,0
,,
航班,3,0
,,
现场,3,0
,,
销售,3,0
,,
无人机,3,0
,,
黑龙江省,3,0
,,
儿童,3,0
,,
接触,3,0
,,
症状,3,-1
,,
发现,3,-1
,,
邢台,3,-1
,,
支持,3,0
,,
地震,3,1
,,
研究,3,-1
,,
北京,3,0
,,
西藏,3,0
,,
企业,3,0
,,
湖北省,3,0
,,
通知,3,0
,,
应急,3,0
,,
咳嗽,3,-1
,,
婚姻登记,3,-1
,,
疑似病例,3,0
,,
防护服,3,-1
,,
保障,3,1
,,
春节假期,3,1
,,
日本,3,0
,,
就诊,3,0
,,
预防,3,1
,,
全国,3,1
,,
暂停,3,0
,,
交易,3,-1
,,
延长,3,0
,,
全市,3,-1
,,
聚会,3,0
,,
防护,4,-1
,,
重症,4,1
,,
隐瞒,4,-1
,,
支援,4,-1
,,
传播,4,1
,,
西藏自治区,4,-1
,,
药物,4,0
,,
老年人,4,1
,,
信息,4,0
,,
护士,4,0
,,
复工,4,1
,,
一起,4,1
,,
健康,4,0
,,
四川,4,1
,,
没有,4,0
,,
乘坐,4,0
,,
火神,4,0
,,
